00:00:00.093456 1389
00:00:00.099310 2777
00:00:00.099315 4165
00:00:00.099317 5553
00:00:00.099319 6941
00:00:00.099322 8329
00:00:00.099324 9717
00:00:00.099326 11105
00:00:00.099328 12493
00:00:00.099330 13881
00:00:00.137077 15269
00:00:00.138550 16657
00:00:00.138722 18045
00:00:00.138725 19433
00:00:00.138770 20821
00:00:00.138773 22209
00:00:00.138853 23597
00:00:00.140637 24985
00:00:00.140641 26373
00:00:00.140643 27761
00:00:00.140644 29149
00:00:00.140647 30537
00:00:00.140648 31925
00:00:00.140651 33313
00:00:00.142497 34701
00:00:00.142501 36089
00:00:00.142503 37477
00:00:00.142504 38865
00:00:00.142507 40253
00:00:00.142508 41641
00:00:00.175248 43029
00:00:00.182131 44417
00:00:00.182138 45805
00:00:00.182141 47193
00:00:00.182143 48581
00:00:00.182147 49969
00:00:00.182150 51357
00:00:00.182154 52745
00:00:00.182159 54133
00:00:00.182162 55521
00:00:00.182167 56909
00:00:00.182169 58297
00:00:00.182173 59685
00:00:00.182175 61073
00:00:00.182177 62461
00:00:00.182181 63849
00:00:00.182184 65237
00:00:00.182187 66625
00:00:00.182189 68013
00:00:00.182192 69401
00:00:00.182197 70789
00:00:00.182199 72177
00:00:00.182202 73565
00:00:00.182205 74953
00:00:00.182207 76341
00:00:00.182210 77729
00:00:00.182212 79117
00:00:00.182215 80505
00:00:00.182217 81893
00:00:00.182220 83281
00:00:00.182223 84669
00:00:00.183341 86057
00:00:00.183344 87445
00:00:00.183477 88833
00:00:00.183482 90221
00:00:00.183785 91609
00:00:00.183789 92997
00:00:00.183890 94385
00:00:00.183892 95773
00:00:00.186445 97161
00:00:00.220565 98549
00:00:00.221915 99937
00:00:00.221918 101325
00:00:00.221921 102713
00:00:00.221923 104101
00:00:00.222031 105489
00:00:00.222034 106877
00:00:00.227029 108265
00:00:00.227034 109653
00:00:00.227036 111041
00:00:00.227039 112429
00:00:00.227041 113817
00:00:00.227044 115205
00:00:00.227046 116593
00:00:00.227048 117981
00:00:00.227050 119369
00:00:00.227052 120757
